ScannerAge,OperatingHours,ScansPerformed,DaysSinceMaintenance,TubeWear,HeatLoad,TubeArcs,FilamentCurrent,FocalSpotDrift,GantryVibration,BearingTemperature,DetectorTemperature,DetectorDropouts,SNR,CoolantFlow,CoolantTemperature,ChillerCycles,Voltage,UPSHealth,WarningCodes,ErrorCodes,HealthScore,RULDays,FailureProbability,ComponentAtRisk
5.1,9741.0,35027.0,81,28.4,30.7,5,4.22,0.4,0.27,40.8,27.4,2,26.7,7.2,29.2,83,395.6,75.6,4,3,52.4,173.0,0.48,High Voltage Power Supply
5.4,12314.0,40425.0,173,51.8,53.6,13,5.03,0.63,0.22,38.1,28.3,1,24.2,4.5,31.9,94,418.0,79.4,11,2,24.8,81.0,0.73,X-Ray Tube Anode
8.8,20223.0,52806.0,147,96.2,84.9,21,5.39,0.95,0.49,45.6,31.4,3,22.3,4.9,39.3,105,392.9,71.9,14,4,5.0,20.0,0.96,X-Ray Tube Anode
8.5,18640.0,51969.0,87,58.5,67.1,10,4.83,0.69,0.53,48.9,29.7,2,28.9,6.0,35.9,105,400.7,72.6,15,1,15.8,46.0,0.83,X-Ray Tube Anode
11.9,23142.0,87013.0,15,83.2,81.3,16,5.0,0.87,0.65,48.3,31.0,1,23.8,5.4,38.4,104,410.5,59.7,15,5,5.0,14.0,0.92,X-Ray Tube Anode
2.0,4256.0,15267.0,123,13.5,28.2,4,4.18,0.25,0.14,38.8,26.1,0,31.8,6.3,22.2,65,399.9,87.8,6,1,63.3,226.0,0.34,Coolant Loop Unit
1.7,3426.0,13163.0,121,18.0,35.7,2,4.48,0.33,0.11,38.1,27.8,1,25.5,6.8,26.3,75,398.3,97.2,1,2,62.5,213.0,0.37,Coolant Loop Unit
8.8,18536.0,49608.0,78,81.3,67.9,19,5.01,0.87,0.43,43.4,32.0,0,25.1,5.2,41.1,108,404.4,70.0,14,6,5.0,16.0,0.96,X-Ray Tube Anode
7.2,16103.0,64174.0,66,70.9,63.2,13,5.07,0.78,0.41,41.8,29.0,1,26.4,6.1,39.7,108,402.2,69.6,11,0,24.4,74.0,0.79,X-Ray Tube Anode
3.7,8481.0,23865.0,39,20.4,36.8,3,4.75,0.26,0.37,41.6,25.6,0,31.7,6.7,28.6,87,394.3,82.5,2,0,66.1,213.0,0.33,Coolant Loop Unit
1.4,2774.0,6983.0,18,5.7,26.8,2,4.22,0.23,0.21,41.6,24.6,1,32.2,7.9,21.6,66,406.6,96.5,2,0,70.5,245.0,0.3,Coolant Loop Unit
1.5,3094.0,12366.0,160,5.2,29.1,3,4.12,0.18,0.18,41.3,22.6,3,30.9,7.0,23.7,66,394.3,96.4,4,1,61.5,203.0,0.38,Coolant Loop Unit
10.8,21441.0,62644.0,21,85.2,77.7,18,5.28,0.87,0.66,46.1,29.5,1,23.2,5.4,39.2,110,389.8,60.1,17,3,5.0,17.0,0.91,X-Ray Tube Anode
2.7,5248.0,18379.0,168,21.1,39.2,4,4.27,0.35,0.26,40.0,26.7,1,28.9,6.1,27.7,80,402.6,88.0,4,1,58.5,205.0,0.42,Coolant Loop Unit
4.2,9907.0,27394.0,27,28.7,43.8,5,4.8,0.49,0.22,37.7,27.8,2,30.2,7.3,29.0,83,394.1,85.7,6,0,59.1,198.0,0.41,Coolant Loop Unit
3.1,7569.0,25510.0,2,26.8,48.0,4,4.73,0.28,0.25,43.0,28.5,1,29.0,6.1,30.9,90,401.3,88.7,5,2,49.3,165.0,0.48,Coolant Loop Unit
4.6,9436.0,36386.0,97,42.4,44.0,7,4.68,0.44,0.21,38.3,26.1,1,30.0,6.7,26.9,78,404.2,84.8,6,2,40.3,141.0,0.63,X-Ray Tube Anode
1.3,3020.0,9000.0,39,7.1,26.0,3,4.15,0.3,0.04,42.5,24.4,1,33.1,7.5,23.9,67,402.6,90.2,4,0,73.1,255.0,0.28,Coolant Loop Unit
6.5,15707.0,55057.0,56,61.2,64.9,10,4.87,0.67,0.5,46.6,29.4,0,28.9,6.2,35.9,92,426.2,76.3,10,2,24.8,89.0,0.72,X-Ray Tube Anode
1.3,3056.0,8502.0,107,25.8,48.0,5,4.47,0.34,0.21,43.1,27.2,0,29.9,5.3,30.9,87,412.9,95.6,4,1,52.8,187.0,0.48,Coolant Loop Unit
9.7,18709.0,64307.0,127,90.8,77.6,20,5.35,0.91,0.53,43.7,32.3,2,22.7,5.3,41.0,115,405.7,65.6,18,5,5.0,5.0,0.98,X-Ray Tube Anode
3.2,7872.0,23652.0,13,14.2,30.4,5,4.53,0.29,0.39,43.7,23.7,0,31.9,7.3,25.4,76,405.2,87.9,4,0,64.2,220.0,0.36,Coolant Loop Unit
6.7,13848.0,39006.0,126,56.3,56.3,14,4.72,0.74,0.44,46.4,27.0,2,23.4,5.2,33.6,94,407.8,73.3,10,0,22.1,82.0,0.79,X-Ray Tube Anode
10.6,21640.0,64265.0,56,98.0,89.1,19,5.53,0.95,0.56,44.3,32.2,2,21.9,5.5,41.9,116,401.3,62.8,17,3,5.0,19.0,0.94,X-Ray Tube Anode
8.0,14722.0,40755.0,28,62.7,58.5,12,5.05,0.66,0.36,42.9,27.0,0,27.8,6.7,31.8,92,400.6,65.7,8,0,36.8,124.0,0.62,X-Ray Tube Anode
6.6,14188.0,54665.0,64,56.9,50.8,11,4.81,0.59,0.51,49.4,25.2,1,27.4,6.3,32.2,97,400.9,76.5,14,1,22.2,69.0,0.81,X-Ray Tube Anode
4.2,7936.0,24570.0,71,42.2,51.0,7,4.54,0.52,0.27,40.0,25.9,1,28.5,6.4,29.6,84,397.6,88.6,7,1,45.4,151.0,0.56,X-Ray Tube Anode
4.3,8546.0,24510.0,169,35.9,41.9,5,4.65,0.48,0.33,39.7,26.7,0,28.7,5.7,34.6,103,417.5,84.5,5,0,57.7,204.0,0.44,Coolant Loop Unit
8.2,16577.0,52594.0,119,72.0,64.0,14,4.9,0.83,0.28,46.6,30.6,0,27.4,4.9,40.2,106,393.3,67.5,10,0,24.5,83.0,0.75,X-Ray Tube Anode
11.9,28235.0,84162.0,100,98.0,85.1,22,5.53,1.02,0.82,49.6,33.2,2,22.6,4.9,41.2,115,409.1,56.3,17,4,5.0,14.0,0.96,X-Ray Tube Anode
8.1,19571.0,70781.0,41,79.9,66.9,15,4.99,0.95,0.53,47.1,32.4,2,23.6,6.5,36.4,102,407.9,68.2,14,5,5.0,9.0,0.95,X-Ray Tube Anode
6.9,13910.0,55040.0,4,59.1,70.3,12,4.99,0.6,0.31,39.7,30.6,1,29.7,6.7,37.1,99,406.9,75.4,10,0,29.6,103.0,0.72,X-Ray Tube Anode
8.9,21376.0,67484.0,158,92.4,86.3,18,5.3,0.89,0.62,45.7,32.7,1,20.8,4.1,43.7,117,401.9,67.9,18,3,5.0,13.0,0.95,X-Ray Tube Anode
5.8,14040.0,53233.0,88,52.7,63.2,10,4.75,0.65,0.51,48.5,29.2,1,26.0,5.8,36.3,102,394.3,75.7,14,1,24.2,82.0,0.79,X-Ray Tube Anode
1.2,2783.0,9319.0,84,7.5,23.7,4,4.27,0.17,0.31,41.1,24.5,2,30.4,7.1,25.4,79,405.1,98.1,9,0,57.7,205.0,0.42,Coolant Loop Unit
7.0,13255.0,36263.0,46,37.6,54.4,6,4.81,0.37,0.42,45.5,31.6,3,26.3,6.6,33.4,91,405.1,73.7,4,0,46.8,163.0,0.54,Coolant Loop Unit
11.5,26286.0,92946.0,159,98.0,88.3,21,5.2,0.97,0.69,43.5,33.0,1,24.1,4.4,41.1,108,420.4,60.0,16,5,5.0,24.0,0.91,X-Ray Tube Anode
2.5,6193.0,20252.0,88,32.4,44.2,6,4.53,0.4,0.15,39.9,27.8,1,27.5,6.6,30.3,84,406.7,94.9,5,1,53.6,183.0,0.49,Coolant Loop Unit
8.4,19213.0,66783.0,7,80.6,76.2,16,5.05,0.79,0.64,46.9,29.4,4,24.8,5.8,36.7,104,403.9,65.8,14,4,5.0,21.0,0.93,X-Ray Tube Anode
2.8,5712.0,21902.0,77,14.9,35.1,5,4.37,0.18,0.12,32.1,26.8,0,31.5,7.2,27.6,83,401.7,93.9,4,0,72.6,253.0,0.26,Coolant Loop Unit
6.7,14326.0,45280.0,136,42.1,50.8,7,4.6,0.47,0.48,51.3,29.1,3,28.9,5.5,34.0,90,398.4,73.9,9,0,35.2,116.0,0.62,Coolant Loop Unit
1.6,3630.0,13981.0,172,13.4,24.8,2,4.1,0.17,0.17,40.5,26.6,1,29.9,6.4,25.6,71,403.7,97.3,3,2,64.5,219.0,0.33,Coolant Loop Unit
5.7,12252.0,44427.0,141,56.4,52.4,10,4.72,0.64,0.39,44.3,29.2,0,27.5,5.9,33.7,92,406.5,82.7,6,1,35.2,116.0,0.67,X-Ray Tube Anode
9.2,17325.0,56009.0,93,65.5,67.9,14,5.23,0.59,0.39,47.3,30.0,1,25.1,5.6,36.8,99,395.5,64.9,10,0,24.0,79.0,0.74,X-Ray Tube Anode
4.5,9077.0,30906.0,20,24.7,37.1,6,4.53,0.33,0.26,41.5,26.2,3,30.2,6.2,31.8,87,397.8,82.9,7,1,50.9,172.0,0.46,Coolant Loop Unit
8.1,19239.0,57494.0,78,72.2,62.5,16,5.1,0.78,0.45,42.4,29.4,0,23.8,6.0,35.5,109,394.5,64.9,10,0,23.5,75.0,0.73,X-Ray Tube Anode
9.6,23183.0,92163.0,160,95.3,84.7,22,5.3,0.95,0.62,48.1,32.3,0,20.7,4.7,39.6,111,405.4,64.2,18,4,5.0,15.0,0.97,X-Ray Tube Anode
11.2,21165.0,74101.0,178,94.6,86.5,20,5.33,1.01,0.69,48.1,34.3,2,22.7,4.4,41.3,114,410.5,57.0,17,3,5.0,20.0,0.94,X-Ray Tube Anode
3.2,7889.0,20242.0,27,29.5,47.2,7,4.49,0.3,0.36,41.4,29.3,0,32.4,7.1,30.5,84,379.9,85.6,5,1,54.2,184.0,0.46,Coolant Loop Unit
5.1,10338.0,30910.0,120,49.8,46.4,8,4.88,0.51,0.34,38.8,28.7,0,26.9,6.5,32.7,95,398.9,81.4,4,1,48.3,160.0,0.54,X-Ray Tube Anode
2.3,5099.0,17516.0,25,28.0,36.5,5,4.55,0.34,0.14,35.2,29.4,3,28.9,6.8,28.1,86,415.9,92.4,5,1,57.7,200.0,0.43,Coolant Loop Unit
11.9,27714.0,71627.0,52,98.0,95.1,20,5.2,1.02,0.92,57.8,29.4,0,24.2,4.3,44.9,122,407.5,55.4,17,3,5.0,12.0,0.95,X-Ray Tube Anode
11.2,26432.0,67027.0,21,98.0,91.6,20,5.41,0.99,0.71,51.6,32.3,1,24.1,4.9,40.7,109,404.6,60.0,17,5,5.0,11.0,0.98,X-Ray Tube Anode
6.7,16519.0,52448.0,18,68.4,63.7,12,4.65,0.82,0.4,42.3,29.6,0,27.3,6.3,38.4,107,392.0,74.1,9,0,27.5,100.0,0.7,X-Ray Tube Anode
10.2,20561.0,61662.0,39,72.6,77.7,14,5.13,0.71,0.65,46.3,30.3,0,25.9,5.9,35.8,103,408.5,64.7,15,2,5.0,21.0,0.94,X-Ray Tube Anode
6.5,15585.0,49208.0,15,76.4,73.4,16,4.91,0.72,0.5,44.8,29.4,0,24.8,6.0,34.3,94,401.0,75.6,14,4,5.0,15.0,0.97,X-Ray Tube Anode
7.7,14515.0,42008.0,53,57.1,59.9,13,4.87,0.7,0.39,38.6,26.6,0,28.5,5.6,33.4,93,407.6,68.9,8,3,28.9,108.0,0.75,X-Ray Tube Anode
1.5,3497.0,9608.0,38,5.0,33.0,5,4.08,0.07,0.15,38.7,25.5,1,32.5,7.2,27.2,81,419.5,91.5,6,0,63.6,213.0,0.4,Coolant Loop Unit
9.2,21305.0,75286.0,176,79.6,84.6,15,5.16,0.85,0.65,52.2,33.5,2,23.5,4.3,41.0,120,391.0,66.0,15,4,5.0,20.0,0.93,X-Ray Tube Anode
2.0,4478.0,14650.0,52,10.3,24.4,3,4.41,0.14,0.19,46.2,26.1,0,32.7,7.4,22.5,72,413.1,94.0,5,1,64.7,212.0,0.35,Coolant Loop Unit
10.0,19766.0,55349.0,72,73.6,64.3,15,5.31,0.66,0.61,45.2,28.6,2,26.2,6.6,32.9,90,399.1,68.5,13,0,12.1,36.0,0.89,X-Ray Tube Anode
9.5,22890.0,68197.0,28,88.0,78.1,18,5.02,0.87,0.62,51.3,31.7,4,22.4,6.1,42.0,118,411.4,63.9,16,4,5.0,22.0,0.95,X-Ray Tube Anode
8.7,16594.0,56214.0,144,64.3,55.6,11,5.12,0.72,0.53,44.6,30.7,1,24.0,5.5,34.1,97,396.7,63.5,15,2,18.3,69.0,0.83,X-Ray Tube Anode
0.9,1683.0,4390.0,118,5.0,13.9,3,4.28,0.08,0.1,33.7,21.4,0,30.8,6.5,23.7,75,393.6,99.6,1,1,76.8,260.0,0.28,Coolant Loop Unit
4.0,9177.0,24971.0,144,35.9,43.1,7,4.56,0.45,0.26,37.3,26.9,3,27.6,6.5,33.4,93,407.5,86.7,5,2,45.4,166.0,0.53,Coolant Loop Unit
3.5,7520.0,19626.0,35,34.8,53.2,6,4.73,0.45,0.23,40.5,28.8,0,28.6,5.8,36.5,110,388.1,87.5,5,1,52.4,185.0,0.45,Coolant Loop Unit
4.6,11114.0,41326.0,145,38.5,54.4,9,4.63,0.38,0.34,39.7,28.5,1,29.9,5.4,31.4,87,395.3,78.8,6,0,45.8,152.0,0.55,Coolant Loop Unit
1.5,3119.0,11317.0,99,21.9,35.6,2,4.57,0.29,0.02,33.6,27.5,0,29.8,6.1,28.3,86,395.3,93.5,1,0,72.1,243.0,0.27,Coolant Loop Unit
11.3,21623.0,78491.0,52,76.7,75.0,18,4.97,0.87,0.58,46.3,28.8,3,25.7,5.5,39.8,116,396.0,61.7,18,5,5.0,10.0,0.96,X-Ray Tube Anode
6.9,16385.0,58569.0,140,70.5,59.4,16,4.95,0.77,0.49,43.6,27.6,2,27.0,5.4,34.7,99,406.4,70.7,10,3,8.6,27.0,0.92,X-Ray Tube Anode
4.0,8766.0,30718.0,83,48.2,48.1,8,4.92,0.52,0.18,36.4,28.8,1,25.7,5.7,29.9,82,405.6,87.7,4,0,50.0,171.0,0.5,X-Ray Tube Anode
5.1,9788.0,31474.0,48,37.7,36.9,6,4.88,0.46,0.26,33.5,23.9,2,29.2,5.9,23.0,72,400.5,82.5,5,0,53.5,182.0,0.45,Coolant Loop Unit
5.6,13003.0,45033.0,22,53.6,62.6,9,4.84,0.55,0.59,48.2,30.7,1,24.8,5.9,37.4,99,395.2,82.9,13,1,25.8,88.0,0.74,X-Ray Tube Anode
7.4,15982.0,40875.0,123,56.2,52.2,13,4.46,0.66,0.39,43.7,28.9,2,26.3,5.3,36.5,106,400.0,75.5,11,2,21.7,79.0,0.78,X-Ray Tube Anode
6.4,14295.0,49062.0,127,53.1,64.5,8,4.81,0.63,0.4,41.4,30.9,1,26.9,5.0,37.6,107,391.0,69.9,6,0,37.3,128.0,0.65,X-Ray Tube Anode
11.1,23504.0,86184.0,177,98.0,91.5,21,5.38,0.99,0.61,49.5,32.3,2,22.6,4.0,43.8,128,391.0,57.2,19,3,5.0,20.0,0.95,X-Ray Tube Anode
6.2,14792.0,48084.0,52,65.2,60.2,13,4.95,0.7,0.44,48.8,30.0,2,24.6,6.7,32.2,82,395.4,79.3,12,2,18.0,63.0,0.79,X-Ray Tube Anode
11.9,28354.0,86089.0,79,98.0,81.8,21,5.43,0.93,0.74,51.4,30.1,3,24.0,5.0,40.7,116,389.5,53.6,17,4,5.0,18.0,0.98,X-Ray Tube Anode
10.3,23635.0,68923.0,129,79.0,77.9,18,5.08,0.74,0.66,53.5,30.7,1,24.9,4.7,42.4,108,402.2,60.6,16,4,5.0,22.0,0.95,X-Ray Tube Anode
2.9,5430.0,18811.0,66,16.0,39.2,5,4.52,0.23,0.14,44.7,26.8,0,31.3,6.7,29.3,92,405.8,88.4,5,2,55.9,194.0,0.48,Coolant Loop Unit
11.2,26741.0,94642.0,64,98.0,93.0,23,5.2,0.98,0.85,61.2,31.8,2,22.9,5.3,38.6,107,401.1,58.3,20,4,5.0,11.0,0.94,X-Ray Tube Anode
1.8,4172.0,15881.0,8,20.0,31.0,4,4.63,0.33,0.17,35.1,26.0,2,29.5,7.7,28.3,78,392.1,86.6,5,2,59.0,210.0,0.39,Coolant Loop Unit
9.9,22652.0,68262.0,25,94.9,88.2,22,5.57,1.0,0.57,44.1,30.9,0,21.3,4.7,43.7,121,397.4,65.7,22,3,5.0,18.0,0.94,X-Ray Tube Anode
4.9,10018.0,36613.0,94,41.4,45.2,9,4.56,0.48,0.38,42.1,27.8,0,28.9,5.9,28.3,81,408.4,81.3,9,1,41.9,138.0,0.58,X-Ray Tube Anode
10.6,25596.0,85544.0,179,97.5,98.2,21,5.23,1.04,0.66,49.8,36.4,9,21.9,4.3,46.4,124,410.4,62.6,17,7,5.0,17.0,0.94,X-Ray Tube Anode
10.5,24191.0,92514.0,15,98.0,93.6,23,5.44,0.93,0.57,52.3,31.3,1,22.9,5.2,43.6,115,391.4,61.7,18,4,5.0,18.0,0.94,X-Ray Tube Anode
9.8,18353.0,60411.0,178,61.2,65.1,12,4.76,0.7,0.54,48.7,29.8,0,29.3,5.3,36.4,102,404.6,58.0,15,2,11.3,41.0,0.88,X-Ray Tube Anode
9.6,19990.0,65495.0,122,67.1,65.4,13,4.93,0.66,0.74,47.6,27.4,1,25.7,5.7,33.7,102,394.4,63.5,12,1,13.9,52.0,0.89,X-Ray Tube Anode
4.0,9691.0,32628.0,75,32.9,45.4,5,4.76,0.46,0.16,36.7,26.2,3,30.0,5.5,30.3,88,410.5,82.2,5,2,45.7,159.0,0.54,Coolant Loop Unit
1.4,2622.0,9503.0,104,12.0,25.3,3,4.45,0.21,0.01,35.2,26.1,1,31.4,6.2,21.9,59,410.9,94.1,4,4,60.7,216.0,0.44,High Voltage Power Supply
5.1,12697.0,50116.0,38,38.2,37.3,5,4.96,0.34,0.45,40.4,25.8,0,29.1,6.9,29.9,86,381.1,83.0,3,1,53.9,184.0,0.48,Coolant Loop Unit
2.5,5678.0,14822.0,168,23.7,34.5,5,4.51,0.35,0.15,38.3,27.3,1,28.3,6.2,25.8,80,393.5,89.1,5,0,62.9,213.0,0.37,Coolant Loop Unit
8.5,19039.0,49123.0,115,68.2,76.3,13,4.93,0.75,0.61,44.8,31.7,0,24.6,5.0,41.3,118,404.4,71.2,14,1,13.8,40.0,0.88,X-Ray Tube Anode
4.5,8913.0,34816.0,39,28.8,42.7,4,4.55,0.34,0.22,34.9,27.0,0,31.0,6.7,30.2,87,383.2,87.4,4,0,62.0,216.0,0.37,Coolant Loop Unit
11.7,23136.0,76229.0,108,98.0,80.3,22,5.35,0.96,0.68,47.1,30.1,2,24.0,5.0,39.2,103,412.8,59.7,18,5,5.0,20.0,0.97,X-Ray Tube Anode
7.9,19359.0,66252.0,17,77.7,82.1,17,5.11,0.79,0.71,51.8,32.9,4,25.2,5.7,38.3,108,404.2,77.1,17,4,5.0,14.0,0.98,X-Ray Tube Anode
10.0,20005.0,64488.0,135,72.8,66.3,15,5.07,0.66,0.49,46.9,30.4,1,24.1,5.2,36.8,104,388.5,60.6,12,0,16.3,57.0,0.85,X-Ray Tube Anode
2.0,4742.0,12521.0,118,20.5,29.2,5,4.31,0.17,0.26,41.0,23.2,2,32.8,5.6,28.8,83,408.9,95.1,8,4,43.4,148.0,0.56,Coolant Loop Unit
10.4,21609.0,78920.0,39,74.7,68.2,15,5.14,0.84,0.68,52.9,28.7,2,23.8,5.9,37.8,109,409.0,61.1,15,1,5.0,18.0,0.96,X-Ray Tube Anode
11.1,21084.0,76343.0,35,87.4,82.7,18,5.04,0.85,0.49,48.5,27.8,0,24.4,5.4,41.4,111,405.5,61.1,10,4,5.0,16.0,0.94,X-Ray Tube Anode
6.1,11028.0,32726.0,51,53.0,58.0,9,4.73,0.67,0.39,44.2,26.9,1,26.2,5.8,33.4,94,404.4,73.1,8,2,29.7,102.0,0.68,X-Ray Tube Anode
7.5,16296.0,48226.0,47,70.5,69.2,14,5.03,0.8,0.49,46.0,29.8,0,28.1,5.6,38.3,111,407.7,78.6,9,1,20.6,62.0,0.8,X-Ray Tube Anode
9.3,23081.0,86709.0,36,98.0,93.0,19,5.04,1.06,0.67,50.2,31.6,1,22.9,4.6,40.6,110,391.9,64.3,16,5,5.0,15.0,0.92,X-Ray Tube Anode
2.5,5168.0,13481.0,64,5.2,19.9,1,4.38,0.11,0.21,39.3,23.1,1,34.1,7.5,23.0,73,402.2,92.7,5,2,69.3,237.0,0.3,Coolant Loop Unit
6.3,12873.0,49197.0,95,52.5,62.4,10,4.52,0.49,0.37,36.5,31.6,2,26.9,5.3,35.4,91,394.2,82.4,7,0,37.9,125.0,0.63,X-Ray Tube Anode
5.1,10377.0,29938.0,105,30.8,35.0,5,4.67,0.32,0.33,45.7,27.7,1,30.0,6.5,24.9,73,409.6,81.1,7,0,54.2,186.0,0.49,Coolant Loop Unit
2.2,4725.0,16017.0,13,17.5,37.9,3,4.22,0.24,0.2,40.5,25.5,1,29.4,7.0,26.8,84,400.3,95.1,1,0,67.2,239.0,0.32,Coolant Loop Unit
4.7,9966.0,38907.0,146,39.9,51.2,9,4.62,0.34,0.38,39.6,29.3,0,27.9,5.6,35.6,100,382.4,78.7,7,1,41.4,135.0,0.57,Coolant Loop Unit
1.3,3102.0,10910.0,149,30.6,45.1,7,4.65,0.35,0.01,39.5,29.2,1,27.2,6.2,31.2,86,388.2,97.2,5,2,51.6,166.0,0.5,Coolant Loop Unit
0.8,1716.0,5358.0,112,6.4,24.1,3,4.61,0.15,0.2,37.6,25.8,1,31.0,6.5,26.4,76,399.9,96.7,3,1,66.7,233.0,0.34,Coolant Loop Unit
2.1,4428.0,15650.0,65,17.1,35.3,4,4.42,0.19,0.08,36.3,26.7,1,30.7,6.8,26.1,76,395.7,91.2,5,3,59.8,214.0,0.4,Coolant Loop Unit
11.6,21958.0,66224.0,8,95.9,78.7,22,5.05,0.91,0.7,53.4,33.1,0,21.0,6.2,35.1,106,396.0,56.6,19,3,5.0,19.0,0.92,X-Ray Tube Anode
6.8,16967.0,49473.0,48,67.4,74.2,13,5.15,0.7,0.51,46.9,32.1,0,23.0,5.8,40.8,118,394.0,70.8,15,0,19.2,65.0,0.83,X-Ray Tube Anode
11.6,22924.0,91580.0,85,98.0,79.7,21,5.34,1.0,0.56,51.3,29.7,0,21.4,4.9,38.5,111,393.3,58.8,17,6,5.0,14.0,0.91,X-Ray Tube Anode
5.5,10134.0,36747.0,43,45.9,45.1,8,4.76,0.47,0.36,41.9,27.1,3,29.1,6.1,29.5,82,403.0,78.6,5,1,44.4,154.0,0.56,X-Ray Tube Anode
4.1,9251.0,32075.0,85,43.6,52.1,7,4.81,0.51,0.22,44.9,27.4,0,27.8,5.8,29.5,84,406.0,86.6,6,0,51.8,176.0,0.51,X-Ray Tube Anode
6.3,14011.0,42495.0,155,41.1,53.6,7,4.36,0.48,0.51,43.9,30.2,2,25.7,5.6,35.6,101,402.1,77.8,9,0,36.5,128.0,0.64,Coolant Loop Unit
5.6,11612.0,29886.0,19,62.3,55.2,11,4.95,0.66,0.3,45.6,27.7,0,26.6,6.6,32.9,92,405.3,80.5,7,0,32.1,101.0,0.67,X-Ray Tube Anode
1.7,3594.0,9153.0,23,9.1,34.8,1,4.25,0.15,0.03,28.8,25.0,1,32.8,7.4,26.0,81,400.5,94.9,1,2,74.0,253.0,0.24,Coolant Loop Unit
7.9,18490.0,61594.0,115,73.9,81.2,16,5.27,0.7,0.67,46.3,33.3,3,23.9,4.8,41.7,113,387.6,68.3,16,1,5.0,13.0,0.94,X-Ray Tube Anode
3.0,5781.0,21060.0,50,17.9,34.7,4,4.52,0.35,0.22,40.7,26.5,1,28.4,6.7,26.3,80,412.0,84.1,4,0,63.5,221.0,0.41,Coolant Loop Unit
7.6,18104.0,59852.0,179,64.2,64.6,11,4.73,0.71,0.6,47.0,32.9,0,24.7,4.3,35.6,96,411.5,69.4,12,0,21.5,67.0,0.77,X-Ray Tube Anode
8.0,17982.0,67633.0,43,62.3,68.4,12,5.14,0.71,0.46,44.9,28.9,1,25.1,5.5,34.3,94,405.0,70.2,7,0,31.6,111.0,0.69,X-Ray Tube Anode
2.2,4706.0,12002.0,99,19.7,30.3,3,4.5,0.27,0.02,35.7,24.9,0,31.3,6.3,23.7,69,390.1,88.3,1,0,70.0,235.0,0.28,Coolant Loop Unit
1.2,2556.0,7798.0,104,5.0,23.4,2,4.03,0.14,0.25,37.0,26.5,0,31.0,7.4,25.6,73,388.2,91.0,3,0,77.1,260.0,0.22,Coolant Loop Unit
9.5,18765.0,53584.0,116,73.1,79.5,15,5.09,0.78,0.55,43.7,29.6,0,25.5,4.5,42.9,113,394.1,61.2,15,2,10.3,39.0,0.86,X-Ray Tube Anode
5.8,13465.0,42696.0,51,62.3,72.7,14,5.1,0.57,0.45,45.6,32.7,3,22.5,5.3,34.5,94,417.2,78.2,11,1,16.8,53.0,0.83,X-Ray Tube Anode
1.2,2524.0,6583.0,106,15.2,39.1,6,4.2,0.18,0.17,36.7,24.9,1,31.3,6.1,28.6,82,403.0,94.1,7,1,57.7,189.0,0.42,Coolant Loop Unit
11.9,24176.0,95039.0,112,98.0,83.8,20,5.58,0.94,0.67,53.7,33.0,2,21.8,5.3,40.9,113,400.2,57.2,16,3,5.0,17.0,0.98,X-Ray Tube Anode
1.2,2582.0,7319.0,169,5.0,18.1,0,4.03,0.12,0.14,37.4,21.4,0,31.8,6.7,21.5,64,401.0,97.3,4,0,78.7,264.0,0.2,Coolant Loop Unit
8.5,21207.0,82356.0,72,72.1,66.5,14,4.95,0.71,0.74,53.5,30.0,0,25.2,5.7,34.3,94,396.9,69.3,14,0,14.7,43.0,0.84,X-Ray Tube Anode
11.8,24861.0,78035.0,139,98.0,87.4,23,5.23,1.0,0.71,52.0,30.4,3,22.5,3.9,43.1,122,399.5,59.3,18,4,5.0,19.0,0.97,X-Ray Tube Anode
3.3,7946.0,31611.0,80,28.2,36.0,5,4.74,0.36,0.34,40.6,29.2,1,28.8,6.6,26.0,77,400.8,89.5,3,0,55.6,190.0,0.44,Coolant Loop Unit
2.1,4360.0,14525.0,151,16.8,29.2,2,4.33,0.32,0.01,29.3,23.9,2,29.9,6.6,25.8,73,395.4,87.9,3,0,68.9,235.0,0.31,Coolant Loop Unit
1.9,3485.0,13580.0,49,12.4,31.1,2,4.17,0.33,0.23,43.7,24.5,1,31.8,7.6,23.0,68,390.3,98.4,1,3,60.5,208.0,0.39,Coolant Loop Unit
4.0,7748.0,19432.0,166,36.4,50.7,9,4.7,0.36,0.13,35.0,28.9,0,25.6,4.6,32.0,91,400.9,82.5,6,1,48.8,156.0,0.49,Coolant Loop Unit
1.7,3479.0,12601.0,47,28.7,44.8,5,4.64,0.37,0.22,38.7,26.5,1,29.4,6.3,29.3,89,393.9,92.9,3,0,60.8,203.0,0.38,Coolant Loop Unit
8.5,16528.0,63710.0,72,77.8,80.8,15,5.23,0.81,0.52,46.0,32.7,2,23.8,5.3,39.2,109,408.6,67.6,14,6,5.0,18.0,0.95,X-Ray Tube Anode
1.2,2190.0,5933.0,7,5.0,14.1,2,4.22,0.14,0.1,37.1,22.6,4,35.2,8.4,22.4,68,403.9,94.4,6,0,72.2,251.0,0.25,Detector Array
6.4,15518.0,41031.0,66,59.6,52.7,12,4.95,0.58,0.46,47.9,27.1,0,26.6,5.7,31.4,89,399.2,80.5,9,2,27.4,94.0,0.7,X-Ray Tube Anode
12.0,28598.0,89707.0,77,98.0,94.4,24,5.28,0.94,0.79,52.5,33.3,1,24.4,4.3,46.2,122,394.3,60.5,21,8,5.0,23.0,0.97,X-Ray Tube Anode
